,Dt_Customer_tmp,age,Year_Birth,Dt_Customer,Year_Birth,holiday
1135,5-,47,1974,24-05-2014,1974,0
1136,8-,53,1968,05-08-2012,1968,0
1137,5-,59,1962,03-05-2013,1962,0
1138,5-,32,1989,22-05-2014,1989,0
1139,2-,60,1961,02-02-2013,1961,0
1140,6-,68,1953,20-06-2013,1953,0
1141,1-,32,1989,31-01-2013,1989,0
1142,5-,43,1978,11-05-2014,1978,0
1143,8-,59,1962,17-08-2013,1962,0
1144,1-,76,1945,05-11-2013,1945,0
1145,1-,47,1974,21-01-2014,1974,0
1146,1-,40,1981,19-11-2013,1981,0
1147,9-,65,1956,14-09-2012,1956,0
1148,1-,67,1954,12-11-2013,1954,0
1149,0-,35,1986,13-10-2012,1986,0
1150,7-,78,1943,06-07-2013,1943,0
1151,8-,57,1964,29-08-2012,1964,0
1152,8-,42,1979,29-08-2012,1979,0
1153,9-,47,1974,22-09-2012,1974,0
1154,4-,61,1960,03-04-2014,1960,0
1155,5-,58,1963,28-05-2014,1963,0
1156,7-,45,1976,21-07-2013,1976,0
1157,2-,47,1974,05-12-2012,1974,0
1158,5-,60,1961,29-05-2014,1961,0
1159,3-,70,1951,11-03-2013,1951,0
1160,3-,56,1965,23-03-2014,1965,0
1161,9-,65,1956,14-09-2012,1956,0
1162,0-,56,1965,20-10-2012,1965,0
1163,8-,27,1994,22-08-2012,1994,0
1164,0-,47,1974,13-10-2013,1974,0
1165,5-,49,1972,23-05-2013,1972,0
1166,7-,53,1968,05-07-2013,1968,0
1167,8-,53,1968,22-08-2012,1968,0
1168,5-,73,1948,29-05-2013,1948,0
1169,1-,52,1969,22-01-2014,1969,0
1170,2-,25,1996,17-02-2014,1996,0
1171,3-,47,1974,17-03-2014,1974,0
1172,8-,31,1990,26-08-2012,1990,0
1173,1-,64,1957,12-01-2014,1957,0
1174,1-,42,1979,08-01-2013,1979,0
1175,1-,61,1960,13-11-2013,1960,0
1176,1-,69,1952,03-11-2012,1952,0
1177,5-,40,1981,17-05-2013,1981,0
1178,4-,40,1981,13-04-2013,1981,0
1179,2-,30,1991,13-02-2014,1991,0
1180,1-,71,1950,13-01-2013,1950,0
1181,1-,64,1957,05-01-2013,1957,0
1182,1-,60,1961,19-01-2013,1961,0
1183,5-,63,1958,03-05-2013,1958,0
1184,5-,50,1971,08-05-2014,1971,0
1185,8-,36,1985,02-08-2013,1985,0
1186,8-,56,1965,22-08-2013,1965,0
1187,8-,69,1952,25-08-2013,1952,0
1188,2-,59,1962,06-12-2012,1962,0
1189,2-,47,1974,27-02-2014,1974,0
1190,2-,51,1970,22-12-2012,1970,0
1191,1-,52,1969,17-11-2012,1969,0
1192,4-,61,1960,20-04-2014,1960,0
1193,2-,69,1952,17-02-2014,1952,0
1194,4-,52,1969,22-04-2013,1969,0
1195,4-,53,1968,21-04-2013,1968,0
1196,9-,56,1965,01-09-2013,1965,0
1197,3-,52,1969,31-03-2013,1969,0
1198,4-,49,1972,05-04-2014,1972,0
1199,9-,60,1961,09-09-2012,1961,0
1200,9-,44,1977,11-09-2013,1977,0
1201,1-,62,1959,25-01-2013,1959,0
1202,2-,63,1958,31-12-2013,1958,0
1203,0-,42,1979,10-10-2012,1979,0
1204,8-,64,1957,17-08-2013,1957,0
1205,2-,65,1956,20-02-2013,1956,0
1206,1-,56,1965,22-11-2013,1965,0
1207,0-,31,1990,29-10-2013,1990,0
1208,2-,64,1957,16-02-2014,1957,0
1209,5-,56,1965,22-05-2013,1965,0
1210,0-,64,1957,12-10-2013,1957,0
1211,4-,66,1955,15-04-2013,1955,0
1212,0-,49,1972,27-10-2013,1972,0
1213,3-,52,1969,12-03-2013,1969,0
1214,0-,49,1972,31-10-2012,1972,0
1215,6-,46,1975,28-06-2013,1975,0
1216,7-,56,1965,17-07-2013,1965,0
1217,8-,58,1963,08-08-2012,1963,0
1218,0-,30,1991,06-10-2013,1991,0
1219,1-,58,1963,19-01-2013,1963,0
1220,8-,35,1986,22-08-2012,1986,0
1221,9-,48,1973,22-09-2013,1973,0
1222,1-,64,1957,26-01-2013,1957,0
1223,7-,40,1981,30-07-2013,1981,0
1224,9-,63,1958,22-09-2013,1958,0
1225,4-,62,1959,28-04-2013,1959,0
1226,0-,66,1955,12-10-2013,1955,0
1227,0-,35,1986,22-10-2012,1986,0
1228,8-,46,1975,15-08-2013,1975,0
1229,3-,66,1955,30-03-2014,1955,0
1230,2-,50,1971,15-02-2013,1971,0
1231,6-,35,1986,29-06-2013,1986,0
1232,2-,43,1978,09-02-2014,1978,0
1233,3-,38,1983,21-03-2013,1983,0
1234,5-,45,1976,02-05-2014,1976,0
1235,5-,50,1971,26-05-2014,1971,0
1236,4-,65,1956,17-04-2014,1956,0
1237,0-,49,1972,04-10-2013,1972,0
1238,7-,32,1989,04-07-2013,1989,0
1239,1-,69,1952,29-11-2013,1952,0
1240,1-,37,1984,18-01-2014,1984,0
1241,0-,54,1967,03-10-2013,1967,0
1242,5-,59,1962,24-05-2014,1962,0
1243,4-,74,1947,20-04-2014,1947,0
1244,8-,43,1978,04-08-2012,1978,0
1245,5-,50,1971,18-05-2014,1971,0
1246,2-,29,1992,03-12-2012,1992,0
1247,4-,53,1968,05-04-2013,1968,0
1248,3-,48,1973,24-03-2014,1973,0
1249,5-,46,1975,24-05-2014,1975,0
1250,8-,56,1965,27-08-2013,1965,0
1251,7-,69,1952,16-07-2013,1952,0
1252,2-,54,1967,22-02-2013,1967,0
1253,9-,49,1972,12-09-2013,1972,0
1254,0-,58,1963,18-10-2013,1963,0
1255,7-,51,1970,30-07-2012,1970,0
1256,8-,66,1955,03-08-2012,1955,0
1257,5-,46,1975,12-05-2014,1975,0
1258,3-,45,1976,19-03-2014,1976,0
1259,8-,52,1969,16-08-2013,1969,0
1260,5-,48,1973,19-05-2014,1973,0
1261,5-,38,1983,22-05-2013,1983,0
1262,2-,39,1982,05-12-2013,1982,0
1263,7-,61,1960,06-07-2013,1960,0
1264,3-,69,1952,06-03-2014,1952,0
1265,0-,46,1975,08-10-2013,1975,0
1266,9-,58,1963,24-09-2012,1963,0
1267,2-,51,1970,08-02-2013,1970,0
1268,8-,73,1948,20-08-2013,1948,0
1269,6-,63,1958,21-06-2014,1958,0
1270,4-,77,1944,07-04-2014,1944,0
1271,1-,58,1963,22-01-2013,1963,0
1272,8-,49,1972,26-08-2012,1972,0
1273,3-,55,1966,19-03-2013,1966,0
1274,1-,53,1968,21-11-2012,1968,0
1275,2-,50,1971,26-02-2013,1971,0
1276,2-,46,1975,16-12-2013,1975,0
1277,1-,57,1964,01-01-2013,1964,0
1278,9-,43,1978,21-09-2012,1978,0
1279,1-,46,1975,29-11-2013,1975,0
1280,8-,38,1983,09-08-2012,1983,0
1281,8-,50,1971,18-08-2012,1971,0
1282,9-,64,1957,20-09-2012,1957,0
1283,7-,70,1951,21-07-2013,1951,0
1284,1-,70,1951,05-11-2012,1951,0
1285,3-,51,1970,14-03-2013,1970,0
1286,1-,49,1972,23-11-2012,1972,0
1287,6-,52,1969,08-06-2013,1969,0
1288,2-,49,1972,10-02-2013,1972,0
1289,2-,50,1971,30-12-2012,1971,0
1290,9-,65,1956,05-09-2013,1956,0
1291,7-,50,1971,31-07-2013,1971,0
1292,3-,48,1973,18-03-2014,1973,0
1293,2-,44,1977,07-12-2013,1977,0
1294,4-,58,1963,12-04-2014,1963,0
1295,3-,67,1954,29-03-2014,1954,0
1296,0-,43,1978,25-10-2013,1978,0
1297,6-,55,1966,24-06-2013,1966,0
1298,2-,75,1946,19-02-2014,1946,0
1299,2-,43,1978,27-12-2012,1978,0
1300,6-,50,1971,04-06-2013,1971,0
1301,3-,68,1953,04-03-2013,1953,0
1302,2-,36,1985,18-02-2014,1985,0
1303,2-,51,1970,25-02-2013,1970,0
1304,1-,42,1979,01-11-2012,1979,0
1305,6-,55,1966,28-06-2013,1966,0
1306,4-,45,1976,03-04-2013,1976,0
1307,5-,56,1965,23-05-2014,1965,0
1308,1-,39,1982,14-01-2014,1982,0
1309,7-,49,1972,22-07-2013,1972,0
1310,1-,61,1960,31-01-2014,1960,0
1311,1-,65,1956,23-11-2012,1956,0
1312,8-,56,1965,26-08-2013,1965,0
1313,1-,66,1955,06-11-2013,1955,0
1314,1-,32,1989,11-01-2014,1989,0
1315,4-,59,1962,20-04-2013,1962,0
1316,0-,56,1965,01-10-2013,1965,0
1317,6-,48,1973,10-06-2014,1973,0
1318,7-,49,1972,29-07-2013,1972,0
1319,2-,37,1984,01-02-2014,1984,0
1320,4-,61,1960,22-04-2013,1960,0
1321,6-,63,1958,06-06-2013,1958,0
1322,1-,53,1968,07-01-2014,1968,0
1323,9-,44,1977,03-09-2012,1977,0
1324,3-,47,1974,29-03-2014,1974,0
1325,2-,59,1962,14-02-2013,1962,0
1326,4-,39,1982,18-04-2014,1982,0
1327,9-,46,1975,25-09-2013,1975,0
1328,2-,39,1982,12-12-2013,1982,0
1329,1-,76,1945,17-11-2013,1945,0
1330,3-,42,1979,07-03-2014,1979,0
1331,2-,52,1969,12-12-2012,1969,0
1332,9-,59,1962,18-09-2013,1962,0
1333,7-,73,1948,29-07-2013,1948,0
1334,8-,43,1978,18-08-2012,1978,0
1335,9-,46,1975,17-09-2013,1975,0
1336,5-,39,1982,08-05-2013,1982,0
1337,4-,38,1983,20-04-2014,1983,0
1338,0-,69,1952,16-10-2013,1952,0
1339,8-,39,1982,08-08-2012,1982,0
1340,5-,59,1962,29-05-2014,1962,0
1341,1-,44,1977,21-11-2012,1977,0
1342,0-,72,1949,01-10-2012,1949,0
1343,2-,31,1990,16-02-2013,1990,0
1344,3-,39,1982,20-03-2013,1982,0
1345,2-,46,1975,20-02-2013,1975,0
1346,2-,62,1959,10-02-2013,1959,0
1347,6-,38,1983,20-06-2013,1983,0
1348,8-,45,1976,31-08-2013,1976,0
1349,5-,59,1962,03-05-2013,1962,0
1350,3-,65,1956,30-03-2013,1956,0
1351,0-,28,1993,21-10-2013,1993,0
1352,1-,34,1987,08-11-2012,1987,0
1353,1-,56,1965,27-01-2014,1965,0
1354,1-,39,1982,09-11-2012,1982,0
1355,3-,59,1962,17-03-2013,1962,0
1356,4-,43,1978,22-04-2013,1978,0
1357,4-,75,1946,28-04-2014,1946,0
1358,2-,58,1963,29-12-2013,1963,0
1359,0-,50,1971,04-10-2013,1971,0
1360,9-,53,1968,26-09-2012,1968,0
1361,1-,29,1992,23-11-2013,1992,0
1362,5-,47,1974,30-05-2013,1974,0
1363,7-,71,1950,31-07-2012,1950,0
1364,7-,44,1977,25-07-2013,1977,0
1365,9-,63,1958,04-09-2012,1958,0
1366,1-,45,1976,07-11-2013,1976,0
1367,1-,48,1973,25-11-2013,1973,0
1368,2-,53,1968,26-12-2013,1968,0
1369,5-,63,1958,13-05-2014,1958,0
1370,4-,46,1975,29-04-2014,1975,0
1371,2-,61,1960,25-12-2013,1960,0
1372,5-,56,1965,06-05-2013,1965,0
1373,0-,61,1960,04-10-2012,1960,0
1374,3-,52,1969,03-03-2013,1969,0
1375,2-,61,1960,02-12-2012,1960,0
1376,2-,46,1975,30-12-2013,1975,0
1377,8-,36,1985,20-08-2013,1985,0
1378,6-,50,1971,25-06-2013,1971,0
1379,4-,51,1970,01-04-2013,1970,0
1380,5-,66,1955,05-05-2014,1955,0
1381,7-,65,1956,03-07-2013,1956,0
1382,9-,63,1958,03-09-2012,1958,0
1383,1-,57,1964,12-01-2014,1964,0
1384,0-,48,1973,06-10-2012,1973,0
1385,1-,73,1948,15-01-2014,1948,0
1386,3-,49,1972,02-03-2014,1972,0
1387,8-,45,1976,20-08-2013,1976,0
1388,2-,41,1980,16-12-2012,1980,0
1389,5-,42,1979,02-05-2014,1979,0
1390,0-,49,1972,11-10-2013,1972,0
1391,0-,48,1973,03-10-2013,1973,0
1392,3-,49,1972,02-03-2014,1972,0
1393,1-,46,1975,09-11-2012,1975,0
1394,5-,49,1972,15-05-2014,1972,0
1395,7-,65,1956,30-07-2013,1956,0
1396,5-,47,1974,22-05-2014,1974,0
1397,2-,49,1972,07-02-2014,1972,0
1398,4-,53,1968,21-04-2013,1968,0
1399,2-,52,1969,10-12-2012,1969,0
1400,8-,60,1961,25-08-2012,1961,0
1401,3-,49,1972,29-03-2014,1972,0
1402,4-,68,1953,21-04-2014,1953,0
1403,8-,64,1957,13-08-2012,1957,0
1404,0-,51,1970,12-10-2012,1970,0
1405,8-,54,1967,07-08-2012,1967,0
1406,4-,70,1951,11-04-2013,1951,0
1407,2-,68,1953,17-12-2013,1953,0
1408,9-,71,1950,08-09-2012,1950,0
1409,9-,68,1953,06-09-2012,1953,0
1410,9-,44,1977,28-09-2012,1977,0
1411,5-,49,1972,20-05-2013,1972,0
1412,2-,52,1969,18-02-2014,1969,0
1413,1-,77,1944,22-01-2014,1944,0
1414,2-,31,1990,13-02-2013,1990,0
1415,6-,42,1979,10-06-2013,1979,0
1416,1-,55,1966,16-01-2013,1966,0
1417,2-,73,1948,23-02-2014,1948,0
1418,3-,49,1972,16-03-2014,1972,0
1419,1-,48,1973,28-01-2014,1973,0
1420,4-,49,1972,11-04-2014,1972,0
1421,0-,49,1972,13-10-2013,1972,0
1422,1-,55,1966,11-11-2012,1966,0
1423,2-,52,1969,16-02-2014,1969,0
1424,2-,62,1959,28-12-2012,1959,0
1425,5-,51,1970,04-05-2013,1970,0
1426,4-,47,1974,13-04-2013,1974,0
1427,9-,49,1972,16-09-2013,1972,0
1428,3-,63,1958,30-03-2014,1958,0
1429,3-,49,1972,04-03-2013,1972,0
1430,4-,38,1983,05-04-2013,1983,0
1431,2-,48,1973,13-02-2014,1973,0
1432,2-,36,1985,19-12-2013,1985,0
1433,2-,48,1973,23-12-2013,1973,0
1434,0-,54,1967,30-10-2013,1967,0
1435,5-,42,1979,04-05-2013,1979,0
1436,8-,60,1961,25-08-2012,1961,0
1437,1-,35,1986,25-01-2013,1986,0
1438,4-,57,1964,23-04-2014,1964,0
1439,2-,38,1983,14-02-2013,1983,0
1440,7-,69,1952,18-07-2013,1952,0
1441,9-,72,1949,21-09-2013,1949,0
1442,9-,42,1979,03-09-2012,1979,0
1443,0-,73,1948,24-10-2012,1948,0
1444,9-,75,1946,27-09-2013,1946,0
1445,0-,63,1958,15-10-2013,1958,0
1446,2-,50,1971,16-12-2012,1971,0
1447,2-,64,1957,01-12-2012,1957,0
1448,0-,39,1982,25-10-2013,1982,0
1449,3-,48,1973,23-03-2014,1973,0
1450,2-,49,1972,17-02-2013,1972,0
1451,6-,56,1965,09-06-2014,1965,0
1452,1-,68,1953,13-11-2013,1953,0
1453,9-,54,1967,30-09-2013,1967,0
1454,8-,56,1965,28-08-2012,1965,0
1455,6-,52,1969,25-06-2014,1969,0
1456,0-,50,1971,13-10-2012,1971,0
1457,1-,49,1972,12-01-2013,1972,0
1458,2-,51,1970,12-02-2014,1970,0
1459,9-,47,1974,14-09-2012,1974,0
1460,1-,71,1950,26-01-2014,1950,0
1461,8-,62,1959,19-08-2013,1959,0
1462,4-,66,1955,13-04-2014,1955,0
1463,6-,43,1978,18-06-2014,1978,0
1464,7-,35,1986,08-07-2013,1986,0
1465,6-,58,1963,20-06-2013,1963,0
1466,2-,68,1953,13-02-2013,1953,0
1467,5-,69,1952,12-05-2013,1952,0
1468,2-,71,1950,08-02-2014,1950,0
1469,1-,51,1970,16-01-2013,1970,0
1470,2-,51,1970,21-12-2013,1970,0
1471,5-,44,1977,02-05-2013,1977,0
1472,4-,55,1966,27-04-2013,1966,0
1473,9-,52,1969,01-09-2012,1969,0
1474,1-,63,1958,16-11-2012,1958,0
1475,2-,67,1954,12-02-2013,1954,0
1476,1-,65,1956,23-11-2012,1956,0
1477,1-,51,1970,02-11-2013,1970,0
1478,0-,34,1987,28-10-2013,1987,0
1479,1-,60,1961,24-01-2014,1961,0
1480,4-,42,1979,01-04-2013,1979,0
1481,8-,61,1960,31-08-2012,1960,0
1482,0-,40,1981,16-10-2013,1981,0
1483,8-,41,1980,22-08-2013,1980,0
1484,8-,45,1976,02-08-2012,1976,0
1485,3-,45,1976,03-03-2013,1976,0
1486,6-,51,1970,22-06-2014,1970,0
1487,6-,75,1946,10-06-2014,1946,0
1488,1-,66,1955,11-01-2013,1955,0
1489,1-,49,1972,10-11-2013,1972,0
1490,6-,50,1971,24-06-2013,1971,0
1491,1-,71,1950,21-01-2013,1950,0
1492,7-,33,1988,27-07-2013,1988,0
1493,0-,43,1978,01-10-2013,1978,0
1494,2-,31,1990,11-12-2013,1990,0
1495,1-,62,1959,26-01-2014,1959,0
1496,2-,44,1977,01-12-2013,1977,0
1497,8-,52,1969,16-08-2012,1969,0
1498,1-,62,1959,13-11-2012,1959,0
1499,1-,33,1988,13-01-2013,1988,0
1500,2-,46,1975,11-02-2013,1975,0
1501,2-,48,1973,13-02-2014,1973,0
1502,8-,44,1977,17-08-2012,1977,0
1503,1-,48,1973,05-11-2012,1973,0
1504,8-,66,1955,20-08-2012,1955,0
1505,3-,47,1974,20-03-2014,1974,0
1506,7-,49,1972,09-07-2013,1972,0
1507,1-,46,1975,07-11-2012,1975,0
1508,0-,50,1971,25-10-2013,1971,0
1509,6-,63,1958,08-06-2013,1958,0
1510,2-,33,1988,02-02-2014,1988,0
1511,8-,46,1975,18-08-2012,1975,0
1512,1-,56,1965,25-11-2012,1965,0
1513,4-,35,1986,27-04-2014,1986,0
1514,4-,44,1977,30-04-2013,1977,0
1515,3-,41,1980,11-03-2014,1980,0
1516,1-,59,1962,28-11-2012,1962,0
1517,9-,43,1978,09-09-2013,1978,0
1518,9-,49,1972,20-09-2013,1972,0
1519,1-,51,1970,11-11-2012,1970,0
1520,6-,38,1983,03-06-2013,1983,0
1521,5-,50,1971,26-05-2013,1971,0
1522,2-,45,1976,07-02-2014,1976,0
1523,5-,48,1973,06-05-2014,1973,0
1524,4-,48,1973,13-04-2013,1973,0
1525,1-,45,1976,20-11-2012,1976,0
1526,4-,73,1948,05-04-2014,1948,0
1527,2-,63,1958,11-12-2012,1958,0
1528,2-,34,1987,24-02-2014,1987,0
1529,3-,61,1960,24-03-2013,1960,0
1530,2-,46,1975,11-12-2012,1975,0
1531,5-,63,1958,15-05-2013,1958,0
1532,6-,46,1975,14-06-2014,1975,0
1533,8-,46,1975,18-08-2012,1975,0
1534,9-,33,1988,04-09-2012,1988,0
1535,0-,33,1988,05-10-2012,1988,0
1536,2-,32,1989,20-12-2013,1989,0
1537,2-,62,1959,07-12-2013,1959,0
1538,0-,50,1971,16-10-2012,1971,0
1539,1-,54,1967,12-01-2013,1967,0
1540,3-,32,1989,28-03-2014,1989,0
1541,3-,60,1961,08-03-2013,1961,0
1542,1-,43,1978,29-11-2012,1978,0
1543,5-,68,1953,26-05-2013,1953,0
1544,8-,57,1964,31-08-2012,1964,0
1545,1-,35,1986,13-01-2013,1986,0
1546,9-,34,1987,02-09-2013,1987,0
1547,1-,58,1963,09-11-2012,1963,0
1548,1-,64,1957,20-01-2013,1957,0
1549,3-,46,1975,29-03-2013,1975,0
1550,0-,70,1951,12-10-2013,1951,0
1551,3-,56,1965,08-03-2014,1965,0
1552,9-,65,1956,02-09-2012,1956,0
1553,5-,59,1962,23-05-2014,1962,0
1554,8-,47,1974,12-08-2012,1974,0
1555,9-,54,1967,15-09-2013,1967,0
1556,0-,59,1962,28-10-2012,1962,0
1557,6-,45,1976,14-06-2013,1976,0
1558,1-,60,1961,23-01-2013,1961,0
1559,7-,45,1976,21-07-2013,1976,0
1560,2-,38,1983,14-02-2013,1983,0
1561,1-,45,1976,04-11-2013,1976,0
1562,1-,33,1988,01-11-2012,1988,0
1563,6-,67,1954,18-06-2014,1954,0
1564,6-,36,1985,16-06-2014,1985,0
1565,1-,69,1952,19-01-2013,1952,0
1566,2-,57,1964,02-12-2012,1964,0
1567,4-,67,1954,15-04-2014,1954,0
1568,9-,71,1950,27-09-2012,1950,0
1569,3-,64,1957,27-03-2013,1957,0
1570,1-,75,1946,24-11-2012,1946,0
1571,1-,67,1954,03-11-2012,1954,0
1572,2-,30,1991,13-02-2014,1991,0
1573,0-,35,1986,28-10-2013,1986,0
1574,8-,44,1977,17-08-2012,1977,0
1575,3-,61,1960,29-03-2013,1960,0
1576,3-,39,1982,23-03-2014,1982,0
1577,4-,74,1947,28-04-2014,1947,0
1578,6-,29,1992,21-06-2013,1992,0
1579,1-,45,1976,23-01-2013,1976,0
1580,1-,65,1956,23-01-2014,1956,0
1581,2-,74,1947,11-12-2013,1947,0
1582,2-,71,1950,02-12-2013,1950,0
1583,4-,55,1966,23-04-2014,1966,0
1584,2-,34,1987,25-02-2014,1987,0
1585,5-,48,1973,19-05-2014,1973,0
1586,8-,69,1952,19-08-2012,1952,0
1587,6-,56,1965,27-06-2014,1965,0
1588,4-,41,1980,10-04-2013,1980,0
1589,2-,34,1987,24-12-2013,1987,0
1590,2-,59,1962,06-12-2012,1962,0
1591,2-,66,1955,14-02-2013,1955,0
1592,8-,33,1988,31-08-2012,1988,0
1593,8-,56,1965,26-08-2013,1965,0
1594,4-,54,1967,05-04-2014,1967,0
1595,0-,48,1973,18-10-2012,1973,0
1596,2-,61,1960,15-02-2014,1960,0
1597,0-,37,1984,15-10-2013,1984,0
1598,9-,50,1971,28-09-2012,1971,0
1599,4-,46,1975,25-04-2014,1975,0
1600,6-,56,1965,27-06-2013,1965,0
1601,9-,65,1956,26-09-2012,1956,0
1602,6-,66,1955,01-06-2013,1955,0
1603,8-,61,1960,30-08-2013,1960,0
1604,3-,60,1961,02-03-2014,1961,0
1605,7-,58,1963,27-07-2013,1963,0
1606,1-,44,1977,16-01-2013,1977,0
1607,3-,31,1990,30-03-2013,1990,0
1608,3-,48,1973,09-03-2014,1973,0
1609,4-,57,1964,11-04-2014,1964,0
1610,8-,33,1988,10-08-2012,1988,0
1611,2-,43,1978,04-12-2012,1978,0
1612,8-,31,1990,17-08-2013,1990,0
1613,8-,46,1975,09-08-2013,1975,0
1614,2-,44,1977,29-12-2013,1977,0
1615,0-,37,1984,05-10-2013,1984,0
1616,0-,38,1983,27-10-2013,1983,0
1617,5-,34,1987,18-05-2014,1987,0
1618,1-,56,1965,27-01-2014,1965,0
1619,1-,65,1956,08-11-2012,1956,0
1620,8-,56,1965,20-08-2013,1965,0
1621,1-,50,1971,12-01-2013,1971,0
1622,9-,39,1982,25-09-2012,1982,0
1623,1-,62,1959,16-01-2013,1959,0
1624,1-,58,1963,23-01-2013,1963,0
1625,3-,69,1952,03-03-2014,1952,0
1626,9-,50,1971,08-09-2012,1971,0
1627,3-,58,1963,17-03-2013,1963,0
1628,2-,39,1982,22-02-2014,1982,0
1629,0-,45,1976,25-10-2013,1976,0
1630,8-,74,1947,31-08-2013,1947,0
1631,0-,52,1969,21-10-2013,1969,0
1632,3-,62,1959,24-03-2014,1959,0
1633,6-,43,1978,19-06-2013,1978,0
1634,0-,73,1948,08-10-2013,1948,0
1635,4-,66,1955,12-04-2013,1955,0
1636,6-,67,1954,17-06-2013,1954,0
1637,0-,76,1945,02-10-2013,1945,0
1638,6-,52,1969,19-06-2014,1969,0
1639,6-,45,1976,27-06-2013,1976,0
1640,3-,52,1969,23-03-2014,1969,0
1641,9-,57,1964,23-09-2013,1964,0
1642,0-,40,1981,27-10-2012,1981,0
1643,2-,42,1979,10-12-2013,1979,0
1644,5-,40,1981,02-05-2014,1981,0
1645,5-,61,1960,10-05-2013,1960,0
1646,2-,47,1974,12-12-2013,1974,0
1647,6-,40,1981,16-06-2014,1981,0
1648,5-,54,1967,18-05-2013,1967,0
1649,5-,71,1950,07-05-2014,1950,0
1650,2-,39,1982,26-02-2014,1982,0
1651,8-,60,1961,20-08-2012,1961,0
1652,9-,58,1963,07-09-2012,1963,0
1653,4-,44,1977,29-04-2013,1977,0
1654,7-,74,1947,22-07-2013,1947,0
1655,3-,43,1978,08-03-2014,1978,0
1656,5-,67,1954,28-05-2013,1954,0
1657,2-,67,1954,02-02-2014,1954,0
1658,7-,49,1972,24-07-2013,1972,0
1659,6-,40,1981,23-06-2014,1981,0
1660,5-,63,1958,02-05-2013,1958,0
1661,5-,53,1968,15-05-2013,1968,0
1662,5-,45,1976,29-05-2014,1976,0
1663,1-,55,1966,10-01-2014,1966,0
1664,9-,32,1989,11-09-2013,1989,0
1665,6-,36,1985,19-06-2013,1985,0
1666,8-,54,1967,20-08-2013,1967,0
1667,2-,62,1959,29-12-2013,1959,0
1668,1-,51,1970,19-11-2013,1970,0
1669,2-,54,1967,22-02-2013,1967,0
1670,7-,36,1985,30-07-2013,1985,0
1671,9-,70,1951,05-09-2013,1951,0
1672,1-,35,1986,11-01-2013,1986,0
1673,6-,66,1955,03-06-2013,1955,0
1674,1-,51,1970,22-11-2012,1970,0
1675,1-,30,1991,28-11-2012,1991,0
1676,3-,46,1975,25-03-2013,1975,0
1677,6-,42,1979,27-06-2013,1979,0
1678,2-,45,1976,12-02-2013,1976,0
1679,1-,41,1980,23-01-2014,1980,0
1680,0-,43,1978,08-10-2013,1978,0
1681,1-,50,1971,17-01-2014,1971,0
1682,1-,66,1955,03-11-2012,1955,0
1683,6-,38,1983,04-06-2014,1983,0
1684,0-,69,1952,25-10-2013,1952,0
1685,3-,52,1969,25-03-2014,1969,0
1686,8-,41,1980,08-08-2012,1980,0
